name,city,stalp,zip,repdte,number_of_employees,asset,liabilities,deposits,common_stock,derivatives,total_securities,asset_backed_securities,mortgage_backed_securities,1_4_family_residential_loans,home_equity_loans,adjustable_rate_loans_secured_by_1-4_family_residential,total_loans,individual_loans,micro_amount,micro_number,small_business_amount,small_business_number,agg_amount,agg_number,other_real_estate_owned,real_estate_acquired,other_real_estate_owned_1-4_family,other_real_estate_owned_multi-family_residential,other_real_estate_owned_commercial_real_estate,other_real_estate_owned_construction_development,other_real_estate_owned_farmland,foreclosed_properties_from_GNMA_loans,total_deposits,net_interest_margin,noninterest_income_to_average_assets,noninterest_expense_to_average_assets,loan_and_lease_loss_provision_to_assets,net_operating_income_to_assets,roa,roe,retained_earnings_to_average_equity,net_charge_offs_to_loans,net_loans_and_leases_to_total_assets,net_loans_and_leases_to_deposits,net_loans_and_leases_to_core_deposits,total_domestic_deposits_to_total_assets,average_total_assets,average_earning_assets,average_equity,average_total_loans,number_domestic_offices,number_of_offices_in_insured_other_areas,cbsa_metro
Beneficial State Bank,Oakland,CA,94612,6/30/16,143,644767,570762,502859,2240,0,30143,0,27351,57552,28322,18093,485978,87675,8895,120,72582,232,453,3,0,0,0,0,0,0,0,0,502859,3.514069023,0.208256322,2.648313696,0.420647697,0.276672659,0.276672659,2.464148069,2.464148069,1.51E-03,74.33615554,95.31399458,133.7486571,77.99080908,532036.67,502096,59736.67,396159,13,0,41860
Benton County State Bank,Blairstown,IA,52209,6/30/16,7,42066,36051,29023,150,0,5755,0,1039,3564,0,0,32090,58,186,10,1291,7,11088,58,0,0,0,0,0,0,0,0,29023,4.211967793,0.240594731,2.430006782,0,1.200086518,1.265528285,8.815637533,2.782121351,0,75.69771312,109.7164318,123.556573,68.99396187,41563.67,38936.67,5966.67,32327.33,1,0,16300
Berkshire Bank,Pittsfield,MA,1201,6/30/16,1158,8010475,7105711,5713834,510,1652399,1193864,1590,852441,2369068,387150,533344,6022751,399270,76575,4000,345008,1703,0,0,1099,1099,60,0,1039,0,0,0,5713834,3.272257197,0.611274635,2.226479342,0.216763695,0.820741873,0.821150084,7.243156712,3.207472294,0.220717951,74.66915508,104.6819701,132.4269381,71.3295279,7868476.33,7091313,892042,5834595.67,97,0,38340
Bessemer Trust Company,Woodbridge,NJ,7095,6/30/16,110,820329,759752,752436,500,5000,444391,0,0,0,0,0,219015,167204,0,0,5267,15,0,0,0,0,0,0,0,0,0,0,752436,1.321426566,9.18128977,8.217575213,0,2.030027094,2.000731167,24.39446796,10.9038179,0,26.69843441,29.10745897,29.10745897,91.72368647,723035.67,716044.33,59300.33,242191.33,1,0,35620
Bessemer Trust Company  National Association,New York,NY,10111,6/30/16,462,1910767,1700192,1618058,3000,0,491674,0,0,0,0,0,386348,249971,0,0,693,1,0,0,0,0,0,0,0,0,0,0,1618058,0.630119366,18.27963742,17.03480173,0,1.658814709,1.658814709,18.52109112,9.694518703,0,20.21952441,23.87726522,23.87726522,84.6810731,2276927,2117694,203929.67,359398.33,1,0,35620
Better Banks,Peoria,IL,61615,6/30/16,65,274435,249416,248314,100,0,73080,0,20500,64975,5522,350,174831,58276,5123,198,14211,72,9014,100,0,0,0,0,0,0,0,0,248314,3.179375958,0.958962977,2.946859347,0.176767369,0.866491547,0.877208068,9.618801486,-8.875787433,2.00E-02,63.26999107,69.9255781,79.54691222,90.48189917,271543.33,261183.33,24764,169692.33,7,0,37900
Beverly Bank,Beverly,MA,1915,6/30/16,69,393999,358317,344391,1,0,20766,0,19282,168918,17333,39944,347657,371,3017,201,47624,201,14,1,0,0,0,0,0,0,0,0,344391,3.455066779,0.340839205,2.743911949,4.69E-02,0.507110367,0.511779968,5.594113989,5.594113989,8.44E-03,87.21062744,99.77293251,106.296577,87.4091051,383758.67,363061,35108.33,331744.33,4,0,14460
Beverly Bank & Trust Company  National Association,Chicago,IL,60643,6/30/16,123,1079376,959961,856085,3250,108603,83856,4089,22509,67780,28490,16470,783719,102662,26533,2942,145496,827,258,2,297,297,297,0,0,0,0,0,856085,3.298526516,1.271141897,3.478166639,0.154779876,0.260964711,0.269063884,2.742036289,2.742036289,5.68E-02,72.26619825,91.11525141,103.1675429,79.31295489,1027265.33,862506.33,100801,739648.67,7,0,16980
Biddeford Savings Bank,Biddeford,ME,4005,6/30/16,79,432455,391272,327046,0,0,37051,0,22114,218761,27169,31026,366496,2388,8398,226,70870,319,0,0,0,0,0,0,0,0,0,0,327046,3.46239416,0.246765465,2.694926115,5.71E-02,0.5525074,0.553914771,5.783743114,5.783743114,-7.45E-02,84.37039692,111.5635109,126.1972455,75.6254408,420642.33,395102.33,40285.33,357167.67,6,0,38860
Big Bend Banks  N.A.,Marfa,TX,79843,6/30/16,30,131805,112758,112555,200,0,88841,0,29068,5354,0,4932,23349,5904,9572,188,0,0,2093,23,0,0,0,0,0,0,0,0,112555,3.275550574,0.750253484,2.480047898,0,1.215067492,1.218187049,8.515510004,7.959439568,1.73E-02,17.17082053,20.107503,21.08244061,85.39509123,128223.33,115278.33,18343,23059.67,2,0,
Big Horn Federal Savings Bank,Greybull,WY,82426,6/30/16,59,234955,211682,199061,0,0,57204,0,3489,32402,5456,3119,96129,8439,6915,209,18138,77,9836,138,0,0,0,0,0,0,0,0,199061,3.05409154,0.693255177,2.993020506,9.12E-02,0.280542378,0.280542378,2.848648862,2.848648862,2.96E-02,40.2443021,47.50101728,48.92683432,84.72303207,234545.67,216300,23098.67,94551.67,6,0,
Biscayne Bank,Coconut Grove,FL,33133,6/30/16,70,737443,679666,611317,7285,0,4018,0,0,383187,39649,330055,606631,6108,1870,32,57195,153,0,0,0,0,0,0,0,0,0,0,611317,3.657118445,0.290763255,1.630133251,0.174283669,1.269366056,1.269366056,15.7565487,15.7565487,-9.37E-03,81.42608988,98.22579774,113.9963094,82.89684762,688532.67,662160.67,55469,576324,5,0,33100
Bison State Bank,Bison,KS,67520,6/30/16,4,8869,7848,7847,25,0,4472,0,1071,532,0,462,3451,737,485,32,327,3,1358,49,11,11,11,0,0,0,0,0,7847,3.193088121,0.789069632,4.449475981,0,-0.569883623,-0.569883623,-5.212144296,-5.212144296,1.652243954,37.11805164,41.95233847,41.95233847,88.47671665,9124.67,8643.67,997.67,3389.33,1,0,
Black Hills Community Bank  N.A.,Rapid City,SD,57701,6/30/16,41,205260,182253,181538,6500,0,9277,0,4806,21877,2320,4667,167901,1759,3611,107,51305,174,2028,19,0,0,0,0,0,0,0,0,181538,3.704369126,0.623387241,2.932985872,0.168621139,0.963695358,0.963695358,8.321446078,3.026782614,0,80.6961902,91.24095231,101.8821851,88.4429504,195705,181839.33,22664.33,161976.33,2,0,39660
Black Mountain Savings Bank  SSB,Black Mountain,NC,28711,6/30/16,6,37554,32751,31585,0,0,0,0,0,23080,0,1444,25630,184,88,1,691,4,0,0,112,112,112,0,0,0,0,0,31585,3.134506674,0.135381493,2.631816221,0,0.422390258,0.422390258,3.273185061,3.273185061,0,68.1338872,81.00997309,84.64108501,84.10555467,36932.67,36050.33,4766,25343.67,1,0,11700
Black River Country Bank,Black River Fall,WI,54615,6/30/16,19,73330,63604,60643,180,0,5546,0,2000,27243,493,2051,58608,2853,2150,71,7421,38,11940,197,38,38,38,0,0,0,0,0,60643,3.859077636,0.279490031,2.409583957,8.14E-02,1.356747724,1.354034228,10.38825856,6.016446341,-6.95E-03,78.9294968,95.44217799,96.70030407,82.69875903,73705.67,68151,9607,57593.33,2,0,
Blackhawk  Bank,Beloit,WI,53511,6/30/16,156,664226,599030,594778,250,14357,176331,0,116331,91149,16853,17614,402669,5585,10694,414,112254,509,1049,11,1006,1006,380,0,0,626,0,0,594778,3.513749932,2.273073467,3.396642381,0.299494874,1.226693953,1.226693953,12.37694704,3.342679128,0.39091192,59.87329614,66.86427541,69.46001317,89.5445225,647757.33,599359.67,64200,401625,8,0,27500
Blackhawk Bank & Trust,Milan,IL,61264,6/30/16,221,1302248,1160856,966682,3200,0,638592,5000,80715,115843,8075,18989,528267,11771,26555,1153,93605,369,22523,245,1512,1512,0,0,245,1189,78,0,966682,2.588175201,0.277059325,1.503454278,0.179273681,0.83679413,0.854972481,7.583975433,-4.292188917,0.99585864,40.19917865,54.15358929,55.71474944,74.23178995,1227174,1174650,138344.33,497259.33,19,0,19340
BlackRidgeBANK,Fargo,ND,58104,6/30/16,116,415891,365325,363316,1000,9131,31164,0,21639,123963,26827,1433,337944,10155,15725,633,83413,435,7271,123,1299,1299,98,0,877,324,0,0,363316,4.272568897,1.215965906,3.675266726,0.102633778,0.771219534,0.771219534,6.287478833,2.303018229,7.19E-02,80.16595695,91.76667144,99.09642941,87.35846652,409222,367647.67,50195,328410,12,0,22020
BLC Community Bank,Little Chute,WI,54140,6/30/16,28,190290,160785,145723,240,0,33430,0,18762,32035,2801,0,139909,1238,3434,131,34172,137,1953,17,2475,2475,0,0,2248,227,0,0,145723,3.475025501,0.149395797,1.928371284,0,1.539518394,1.539518394,10.0304884,2.989126964,0,72.05423301,94.09084359,111.8277465,76.57943139,188760.33,180257.67,28971.67,136669,1,0,11540
Blissfield State Bank,Blissfield,MI,49228,6/30/16,26,97973,86813,86699,385,0,32343,0,8194,19006,1355,105,48579,2495,1339,67,8504,34,10115,158,199,199,199,0,0,0,0,0,86699,3.354117048,0.314203863,2.696403085,1.85E-02,0.768053887,0.862520408,7.813713626,3.16269361,2.53E-02,48.94205546,55.30628958,56.21731892,88.492748,97389,92006.33,10750.33,47434.67,2,0,
BloomBank,Bloomfield,IN,47424,6/30/16,133,404294,355633,320396,200,1470,87852,0,45147,81506,7579,16803,264837,3695,8894,251,56057,148,4097,70,5368,5368,94,92,2145,3037,0,0,320396,4.02164569,0.750235247,3.362616265,3.15E-02,0.716883004,0.773569136,6.430845116,6.430845116,0.137878736,64.45680619,81.33528508,87.71289128,79.24826982,394276.33,353387.67,47427.67,261099,13,0,
Bloomburg State Bank,Bloomburg,TX,75556,6/30/16,6,16931,15247,15211,280,0,763,0,0,3027,0,724,13254,1574,1660,83,3723,24,949,27,0,0,0,0,0,0,0,0,15211,4.057608015,0.439482124,2.898206438,0.035633686,1.069010571,1.069010571,10.99350772,10.99350772,7.81E-02,77.70362058,86.4900401,89.42967847,89.84111984,16838,15970,1637.33,12812,1,0,
Bloomsdale Bank,Bloomsdale,MO,63627,6/30/16,52,219988,197479,196585,240,1201,68797,0,18439,53885,8507,22396,140244,3672,7018,262,10493,67,555,8,2051,2051,35,0,1528,488,0,0,196585,3.866801711,0.498866498,2.146498966,0.118995678,1.927729989,2.296616591,22.07590009,-1.442984303,0.279668255,62.96479808,70.460615,98.280107,89.36169246,218495.33,208751.33,22730.67,138020.67,5,0,
Blue Grass Federal Savings and Loan Association,Paris,KY,40361,6/30/16,7,34909,26373,25386,0,0,5268,0,118,20139,442,0,24273,1223,576,14,781,5,1000,10,156,156,156,0,0,0,0,0,25386,3.829600833,0.027279421,12.49397466,0.354632468,-9.236811832,-9.176797107,-35.90564628,-35.90564628,0.157129742,67.09731015,92.26739148,93.50125743,72.72050188,36657.67,34311.67,9369,25456.67,1,0,30460
Blue Grass Savings Bank,Blue Grass,IA,52726,6/30/16,17,188113,159366,144116,133,0,80125,0,22939,27819,628,0,95870,1953,4110,141,21204,93,10277,164,0,0,0,0,0,0,0,0,144116,2.590743489,0.173601247,1.019241675,0.159755748,1.036282288,1.036282288,6.876405273,4.643163684,-0.121182486,49.83547123,65.0496822,69.28466376,76.61139847,187786.67,177864,28299.67,94073,1,0,19340
Blue Hills Bank,Boston,MA,2136,6/30/16,231,2238411,1940936,1685890,5,722660,411532,8838,175506,792196,79151,271722,1691724,33703,6460,318,70768,178,0,0,0,0,0,0,0,0,0,0,1685890,2.598734275,0.347077435,2.188108899,0.100113173,0.329728173,0.355281922,2.636214085,2.636214085,1.36E-02,74.76933414,99.2736774,117.3501155,75.31637398,2169544.67,2040839.67,292389,1612364,11,0,14460
Blue Ridge Bank,Luray,VA,22835,6/30/16,47,282622,252423,225293,2000,0,33478,0,13998,103001,5937,43818,227587,13699,3588,115,28887,125,3234,20,0,0,0,0,0,0,0,0,225293,3.68167048,0.387462519,2.302069368,0.146488665,1.016631334,1.016631334,9.445174268,9.445174268,0.107506322,79.66789563,99.9405219,114.241717,79.71530879,273058.67,260045,29390.67,221382.33,5,0,
Blue Ridge Bank,Walhalla,SC,29691,6/30/16,24,110189,99032,96890,2321,15340,38307,0,17608,48187,665,0,64549,3521,2499,68,8551,29,24,1,99,99,99,0,0,0,0,0,96890,3.815346385,0.634439996,3.034278241,3.68E-02,0.7484553,0.7484553,7.36185222,7.36185222,-3.07E-03,57.89325613,65.83961193,68.58396138,87.93073719,108757.33,100541.33,11057,65143.67,3,0,
Blue Ridge Bank and Trust Co.,Independence,MO,64057,6/30/16,147,507266,459798,443771,1425,2993,81350,0,7174,57578,15300,3033,349462,56298,12430,396,43136,184,421,3,0,0,0,0,0,0,0,0,443771,3.504839083,1.233569257,3.142940808,0.160047909,0.685005049,0.685005049,7.325160987,5.421132576,-0.169372405,67.57322588,77.2416404,79.31783735,87.48289852,499850.33,454115,46743,344802.33,9,0,28140
Bluegrass Community Bank,Danville,KY,40422,6/30/16,14,75389,68342,62611,948,0,10550,0,5035,25043,842,4775,54780,2238,2233,84,15031,58,4518,61,468,468,0,0,468,0,0,0,62611,3.779364926,9.67E-02,3.0929911,0.174517727,0.362459894,0.362459894,3.895541769,3.895541769,8.29E-02,71.80623168,86.46084554,92.58264781,83.05057767,74491,69641.33,6931,55470,2,0,
BlueHarbor Bank,Mooresville,NC,28117,6/30/16,27,162082,138829,135841,13575,0,14425,0,4494,48548,25962,11001,131800,504,2782,109,41817,150,564,2,867,867,0,0,0,867,0,0,135841,3.813941142,0.305720618,2.634481373,2.14E-02,0.70831567,0.70831567,4.919464521,4.919464521,-3.11E-03,80.38153527,95.90918795,117.0955304,83.81004677,158968.67,143159,22888.67,128780.33,3,0,16740
BMO Harris Bank National Association,Chicago,IL,60603,6/30/16,12397,107492162,91534899,82315416,510185,26933112,16563542,0,10260682,11312619,3477053,4080925,66341825,6637732,2408585,90658,6221016,44514,298949,3028,77717,77717,19023,338,19204,10816,28336,0,82315416,2.788732954,1.046626991,2.528827219,0.125665186,0.608869489,0.609815823,4.072296069,2.733062826,0.144245855,61.08606784,79.76966915,90.78576173,76.57806343,105337050.3,92929012.67,15773951.33,65525626.33,607,0,16980
BMO Harris Central National Association,Roselle,IL,60172,6/30/16,0,7751,1070,1000,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,0,-1.423211282,0,0.983309613,0.983309613,1.141084601,1.141084601,,0,0,0,12.90156109,7729,,6660.33,,1,0,16980
BMW Bank of North America,Salt Lake City,UT,84109,6/30/16,35,9946846,8502260,5801133,1,0,2268214,0,261004,0,0,0,7426173,7522182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5801133,2.859987921,0.669266643,0.929872275,0.203656612,1.431520112,1.460075488,10.31867888,10.31867888,0.267540525,74.38837396,127.5491701,2117.933445,58.3213312,9942225.67,9878433.33,1406808,7398505.33,1,0,41620
BNA Bank,New Albany,MS,38652,6/30/16,102,459507,400755,390002,9000,0,170468,0,50987,102139,1616,455,254841,17923,8791,232,47566,136,2304,49,3856,3856,25,0,2067,1764,0,0,390002,3.408065946,0.673841294,2.061575846,6.60E-02,1.2489699,1.338439827,10.66892699,10.66892699,2.88E-02,54.22615978,63.89018518,69.42898779,84.87400627,454409.67,410203.33,57006.67,242822.33,6,0,
BNB Hana Bank  National Association,Fort Lee,NJ,7024,6/30/16,57,256027,202846,198860,2501,0,55678,0,0,1465,0,103,155873,0,494,28,50853,246,394,4,1715,1715,0,0,1715,0,0,0,198860,2.611396548,0.417566627,5.13504722,0,-2.306446171,-2.313523571,-13.21692674,-13.2753292,0.339612201,59.34295992,76.40249422,82.53066368,77.67149558,254330.67,240178,44518.67,162538.33,4,0,35620
BNC National Bank,Glendale,AZ,85308,6/30/16,282,926381,829975,761685,1500,248031,415499,0,202777,85926,7685,4217,458812,24919,6454,236,64952,344,10123,155,225,225,0,0,0,225,0,0,761685,3.079906914,2.783102715,4.355242062,8.71E-02,0.825354641,0.890087484,8.853577622,8.853577622,0.127289223,48.58551719,59.0909628,72.40199469,82.22156974,918112,858987,92301.67,449370.33,18,0,38060
BNY Mellon Trust of Delaware,Wilmington,DE,19809,6/30/16,13,132441,56552,53382,5000,0,0,0,0,36395,0,754,36395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53382,2.315749713,7.385461731,4.781092192,7.41E-02,2.243720665,2.243720665,4.138202829,0.194553373,0.108136861,27.19022055,67.4590686,67.4590686,40.30624958,140302.67,76087.67,76071.67,38839.67,1,0,37980
BNY Mellon  National Association,Pittsburgh,PA,15219,6/30/16,1926,23641577,20268496,19596478,167285,69000,2628723,0,1670581,6697202,177429,5694032,14011535,2087260,51,5,15590,35,150,1,0,0,0,0,0,0,0,0,19596478,1.507415953,3.001301471,3.067008443,2.42E-02,0.751492685,0.757441678,5.389047132,5.389047132,-5.13E-03,59.19481175,71.4137867,187.9253556,82.88989351,23129965.67,20544561.67,3250964.33,13206079.67,42,0,38300
Bodcaw Bank,Stamps,AR,71860,6/30/16,12,79764,70390,70000,250,0,43044,0,26375,11322,8288,0,23476,3696,734,27,4903,24,1379,18,80,80,80,0,0,0,0,0,70000,2.813094086,0.18438127,1.830828107,0,0.819198193,0.914115594,7.669956541,-1.045903165,0.325755617,29.09207161,33.15,39.63550029,87.75888872,77014.33,71522.67,9178.67,23944.33,1,0,
Boelus State Bank,Boelus,NE,68820,6/30/16,4,16306,14132,14111,75,0,600,0,0,202,0,56,7561,1006,258,20,78,1,6002,150,0,0,0,0,0,0,0,0,14111,2.620895948,9.94E-02,1.342337768,0,0.745743205,0.745743205,5.575353222,3.159366826,0,45.09383049,52.10828432,52.10828432,86.53869741,16091.33,14041,2152.33,7806.33,1,0,24260
Bofi Federal Bank,San Diego,CA,92122,6/30/16,647,7593583,6936464,6121434,12216,97347,464608,187642,206351,4236010,611,3594911,6444869,75551,5777,105,77777,294,0,0,207,207,0,207,0,0,0,0,6121434,4.06407888,1.0020023,1.507295559,0.106619256,1.925785433,1.926992691,22.61884706,22.10541685,0.102612368,84.40077629,104.6983926,121.2810822,80.61324937,7315751.67,7060443.67,623259,6129865.33,2,0,41740
Bogota Savings Bank,Bogota,NJ,7603,6/30/16,47,602970,540608,439488,0,0,65332,0,46782,361867,20832,28881,472853,411,235,5,14512,35,0,0,0,0,0,0,0,0,0,0,439488,2.331732341,9.22E-02,1.293083513,0,0.62477902,0.62477902,5.929805159,5.929805159,0,78.12610909,107.187682,133.2491352,72.88720832,583566.33,550492,61486,463359.33,4,0,35620
Boiling Springs Savings Bank,Rutherford,NJ,7070,6/30/16,200,1555296,1352648,1175438,200,0,163824,6049,68615,815530,16891,62673,1310661,186,396,8,66658,227,0,0,2270,2270,128,0,2142,0,0,0,1175438,2.926778191,0.168671203,2.302452598,7.03E-02,0.383979604,0.383979604,2.957159056,2.957159056,6.50E-02,83.41408967,110.3704321,115.8414321,75.5764819,1543832,1470764,200462.67,1286025.33,17,0,35620
BOKF  National Association,Tulsa,OK,74172,6/30/16,4620,31817014,28851201,21194755,82517,47107307,9367047,0,8762276,2338804,221562,720563,16798666,459864,59994,1689,803600,1917,4031,17,23687,23687,11443,0,9138,3106,0,0,21194755,2.587511829,1.716369711,2.789096009,0.30328101,0.63419822,0.672644271,7.40317463,7.40317463,0.364070237,52.03318891,78.11086752,85.75255875,66.61453209,31433554,28119446.33,2856018,16442431.67,137,0,46140
Bonanza Valley State Bank,Brooten,MN,56316,6/30/16,10,63033,57301,54991,100,0,7965,0,35,16305,0,0,49060,1734,3322,184,8022,46,13944,203,16,16,0,0,16,0,0,0,54991,3.934460447,0.173817023,2.476072693,9.84E-02,1.308547026,1.308547026,14.34562899,-13.05128652,7.82E-02,77.16751543,88.45265589,110.8980643,87.2416036,60983.67,57492,5562.67,48562.33,1,0,41060
Bonduel State Bank,Bonduel,WI,54107,6/30/16,9,57016,44669,44285,250,0,26057,0,0,3542,0,0,14830,1637,7007,142,0,0,2333,51,0,0,0,0,0,0,0,0,44285,2.761641806,0.343445887,1.545506492,2.80E-02,1.026833112,1.026833112,4.766165108,2.391215941,0.119302715,25.61912446,32.98408039,33.70560953,77.67118002,57068.67,49463.33,12295,15087.67,1,0,
Boone Bank & Trust Co.,Boone,IA,50036,6/30/16,23,133912,118793,103494,1500,367,65180,0,7985,10131,2150,5935,58030,789,2350,101,6454,28,15787,131,65,65,20,0,45,0,0,0,103494,3.208733296,0.671443957,1.978310199,-5.48E-02,1.325352564,1.355855715,12.87453824,4.665480914,3.32E-03,42.68474819,55.23025489,60.65429387,77.28508274,138805.33,132825,14618,60272,2,0,
Boonville Federal Savings Bank,Boonville,IN,47601,6/30/16,14,46107,41347,32910,0,0,4154,0,3600,22922,217,191,29366,3018,1275,31,1205,6,184,3,0,0,0,0,0,0,0,0,32910,3.12422026,0.27023493,3.051039533,0,0.117682953,0.117682953,1.138200758,1.138200758,6.82E-03,62.86680981,88.07657247,92.96045669,71.37744811,45886,42762.67,4744.33,29313.67,1,0,21780
Border State Bank,Greenbush,MN,56726,6/30/16,106,398625,354093,331696,1000,2164,60271,0,44871,56145,3131,0,306359,27507,13001,463,63586,315,45103,587,1119,1119,55,0,177,887,0,0,331696,3.924455251,0.7808664,2.863345819,8.11E-02,1.459814523,1.467927421,13.4362658,9.537660182,-8.69E-03,75.84571966,91.14972746,111.7699684,83.21003449,394433.67,364534.67,43092.33,299101.33,7,0,
Boston Private Bank & Trust Company,Boston,MA,2109,6/30/16,763,7413831,6714320,5715511,6815,1017534,1276589,0,615326,2501911,132939,1914412,5756174,177703,4337,107,171960,508,0,0,2042,2042,98,0,0,1944,0,0,5715511,2.869623734,0.754009473,2.532407203,-0.154408761,0.766733212,0.77098136,8.240381547,5.153987271,-0.102210168,76.61924044,99.38605664,114.2845732,77.092545,7341552.33,6982797,686885.67,5715674,24,0,14460
Boston Trust & Investment Management Company,Boston,MA,2108,6/30/16,58,46534,7963,500,1000,0,1934,0,0,0,0,0,45,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,500,4.130982368,88.41957293,49.80061921,0,37.43171995,37.43171995,43.29084562,-13.93430619,0,8.81E-02,8.2,,1.074483174,44304.67,1985,38308.33,45,1,0,14460
Boundary Waters Bank,Ely,MN,55731,6/30/16,23,116494,104943,93301,1653,0,11257,0,10257,22727,1069,8086,92325,1095,2616,71,37209,117,0,0,1955,1955,583,0,169,1203,0,0,93301,4.603195568,0.481413511,5.398588006,0.353036575,2.104706087,2.104706087,23.19073636,23.19073636,0.25076301,78.85985544,98.46303898,99.07361474,80.09082013,118401.33,110314.67,10745.67,94910.33,3,0,20260
Brainerd Savings and Loan Association  A Federal Association,Brainerd,MN,56401,6/30/16,23,63456,57885,49038,0,0,11030,0,1641,39028,6068,9128,44097,824,373,11,1673,7,523,5,1292,1292,0,0,0,1292,0,0,49038,3.277264881,0.223829546,3.603033947,0,-0.412374852,3.42E-02,0.40007274,0.40007274,-1.80E-02,68.81145991,89.04319099,98.7985338,77.27874433,64334.67,56815.67,5499,44429.33,2,0,
Branch Banking and Trust Company,Winston Salem,NC,27101,6/30/16,35745,217159204,188838129,166995354,24437,62773452,46872265,52306,38118147,43472423,8742407,7091943,141143118,15646048,2266667,333850,9047715,42391,496616,4987,77157,77157,38848,0,23361,14948,0,0,166995354,3.202215587,1.836416291,2.959431442,0.161425805,1.049846693,1.07189744,8.412821451,5.044672015,0.19842896,64.40934689,83.75731519,86.7273962,76.89996598,209719877.7,181650230.7,26720904.67,136006357.3,2259,0,49180
BRANNEN BANK,Inverness,FL,34450,6/30/16,101,463079,426490,426016,1440,0,128592,0,28054,189046,8551,92889,243640,6106,1452,54,23523,98,93,1,260,260,260,0,0,0,0,0,426016,3.246674211,0.486095559,2.242538411,7.68E-02,1.232583771,1.331383682,17.22890262,10.12595794,0.101609372,52.06001568,56.58918914,60.95318762,91.99639802,455466,430101.67,35196.67,240135.33,12,0,26140
Branson Bank,Branson,MO,65616,6/30/16,53,185155,165574,156545,1607,0,8276,0,1113,48047,1221,12449,148017,3883,4585,173,26311,128,7353,138,548,548,0,0,518,30,0,0,156545,4.165968749,0.668531653,3.103660954,2.20E-02,0.976915283,0.976915283,9.301920737,9.301920737,0.433008753,78.78696227,93.18598486,113.1512608,84.54808134,181592,167164,19071.33,149188.67,3,0,
